"AreaSuburban","AreaUrban","Children","Age","MaritalMarried","MaritalNever Married","MaritalSeparated","MaritalWidowed","GenderMale","GenderNonbinary","ChurnYes","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","TechieYes","ContractOne year","ContractTwo Year","Port_modemYes","TabletYes","InternetServiceFiber Optic","InternetServiceNone","PhoneYes","MultipleYes","OnlineSecurityYes","OnlineBackupYes","DeviceProtectionYes","TechSupportYes","StreamingTVYes","StreamingMoviesYes","PaperlessBillingYes","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check","Tenure","MonthlyCharge","Bandwidth_GB_Year","TimelyResponse","TimelyFixes","TimelyReplacements","Reliability","Options","RespectfulResponse","CourteousExchange","ActiveListening"
0,0,1,20,0,1,0,0,0,0,0,7.737367,12,2,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,3.943222,139.9816,822.774438,5,5,6,4,4,3,5,3
0,0,6,77,0,0,0,1,1,0,1,12.07642,13,2,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,4.773251,232.6378,1557.79907,3,4,4,3,4,1,2,3
0,1,3,20,0,0,0,1,1,0,0,8.591792,6,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3.434965,169.9447,782.5670721,3,3,3,4,2,3,3,3
1,0,3,68,0,0,1,0,1,0,0,8.904816,13,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4.600655,159.965,733.0007061,4,3,4,3,5,2,3,3
1,0,0,48,0,0,0,1,1,0,0,12.20892,11,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.793232,117.4392,1297.061633,3,3,4,3,4,3,2,3
0,0,0,50,0,0,1,0,1,0,0,9.50503,13,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,6.025694,152.4798,892.5309234,4,4,3,4,3,3,3,4
0,1,3,23,1,0,0,0,1,0,0,9.056277,13,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,16.59389,127.4601,2130.220399,5,4,5,2,4,5,4,4
1,0,0,64,0,0,1,0,0,0,0,6.855385,17,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,11.75027,127.4421,1485.647596,4,3,4,3,4,3,3,2
1,0,4,46,1,0,0,0,1,0,0,10.44859,8,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,10.32943,139.9816,1400.209666,5,4,5,1,2,4,3,4
0,0,3,55,0,0,1,0,0,0,1,11.70709,15,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,5.430488,207.6386,1045.733553,4,4,4,6,2,5,5,4
1,0,1,60,0,0,0,1,1,0,0,8.478086,15,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5.26792,124.9781,592.6545248,3,2,3,4,3,3,4,1
0,1,2,26,0,0,1,0,0,0,0,9.1274,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2.499923,117.4872,843.6406855,3,3,2,3,4,3,3,4
0,0,5,67,1,0,0,0,0,0,0,13.10202,11,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7.978289,92.5018,832.638565,4,4,5,4,3,4,4,3
1,0,3,67,0,0,0,0,1,0,1,10.82715,9,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,4.969544,194.9663,1345.940597,5,4,4,4,4,4,5,5
0,1,1,19,0,0,0,0,1,0,1,4.271704,12,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,3.737401,240.1149,1010.521133,4,3,3,2,3,3,4,5
0,0,0,71,0,0,0,1,0,0,1,9.800684,12,4,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,5.855847,192.4404,768.3006696,4,4,4,4,3,3,4,4
1,0,8,70,0,0,0,0,0,0,0,9.080608,11,1,2,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,7.809364,152.4624,1572.631084,3,3,3,3,4,3,5,4
0,1,5,34,0,0,0,0,1,0,1,10.7843,14,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,5.66162,172.4705,1478.422099,3,3,3,4,3,4,3,4
0,0,1,60,0,1,0,0,0,0,1,13.37836,12,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,10.48149,164.9785,1679.924727,2,3,2,3,5,3,2,2
0,0,0,60,0,0,0,0,0,0,1,15.13968,7,3,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,6.363764,159.9642,845.9832801,4,3,3,5,3,4,3,5
1,0,3,37,0,0,0,1,0,1,1,9.767021,13,2,2,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,4.252913,242.6143,995.5630984,3,2,4,3,5,2,2,4
1,0,7,19,0,0,1,0,1,0,1,5.985983,13,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,10.99952,220.1478,1794.594938,4,4,5,4,2,5,4,3
0,0,4,83,0,0,1,0,1,0,1,17.82109,11,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,8.944195,174.991,1231.728594,3,2,4,5,4,3,3,2
0,1,1,43,0,0,0,0,1,0,0,12.53895,9,4,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,15.2109,210.127,1875.199655,4,5,4,5,2,4,5,6
1,0,1,73,0,1,0,0,1,0,0,11.38954,12,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.577215,92.45514,575.972228,2,3,2,3,3,3,4,3
0,1,1,57,0,0,0,1,0,0,1,8.398662,11,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,2.465822,242.6326,809.8918631,5,4,3,3,5,3,4,4
0,0,3,69,1,0,0,0,0,0,0,15.98748,12,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,3.362461,127.4887,545.9811422,4,3,3,4,4,4,4,3
0,1,6,54,0,1,0,0,0,0,1,5.57797,13,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4.044068,104.9629,694.3512691,3,4,4,3,3,4,3,4
0,1,0,67,0,0,1,0,0,0,1,8.386358,12,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,13.17391,127.4958,1179.636227,2,3,4,1,5,2,4,4
0,1,8,37,0,0,0,1,1,0,1,13.19778,9,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,24.34252,202.6362,3276.40737,2,1,3,4,2,3,4,3
1,0,8,30,0,0,1,0,0,0,1,13.3061,11,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,15.51194,222.65,2196.073405,3,2,4,5,2,5,5,3
0,0,2,21,0,1,0,0,0,0,0,6.618072,12,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,8.66647,160.0013,1094.644005,4,3,3,4,3,5,3,5
0,1,1,89,0,0,0,1,0,0,1,12.10685,11,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,6.575242,159.9349,727.0646246,3,5,3,3,5,4,6,2
0,1,0,60,1,0,0,0,1,0,1,12.47818,13,2,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,9.759887,172.4733,1175.631327,3,2,2,3,4,4,4,4
0,0,10,44,0,1,0,0,1,0,0,6.098505,13,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,4.632153,137.4392,945.5166208,5,3,4,3,3,4,4,3
0,1,6,21,1,0,0,0,0,0,0,8.976742,9,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.900671,124.9781,516.253628,3,2,3,3,5,4,3,3
1,0,0,75,0,1,0,0,0,0,0,12.66401,13,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,16.04075,134.9509,1321.951163,3,3,2,5,3,4,3,3
0,1,3,19,1,0,0,0,0,0,0,16.89285,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,4.798977,127.475,746.7953574,3,4,3,1,7,2,2,4
1,0,8,19,0,0,0,0,0,0,1,12.77923,11,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,4.029419,137.4836,1244.250467,4,3,2,4,4,4,5,4
0,1,0,41,0,0,1,0,0,0,0,5.946073,19,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8.696181,112.4551,737.6363933,2,4,4,3,3,3,4,4
0,0,1,28,0,0,1,0,1,0,0,9.965158,14,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,20.43585,134.9801,2021.193572,4,3,4,4,2,5,4,3
0,0,7,60,0,1,0,0,0,0,0,10.27753,14,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.280617,92.45514,1106.403216,4,4,3,3,4,4,6,4
0,1,1,61,0,0,0,0,0,0,1,8.051613,11,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,7.458443,214.9525,931.3751448,5,4,3,3,3,5,4,4
0,1,0,39,0,1,0,0,1,0,0,13.12078,10,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,12.63822,159.9805,1385.435891,3,3,3,4,5,2,3,3
0,0,0,28,1,0,0,0,0,0,1,13.23481,12,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,25.69631,225.1457,3298.322775,3,3,3,3,4,4,3,3
1,0,0,83,0,0,0,1,0,0,0,9.182092,8,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,7.94384,144.9607,610.2392527,3,4,3,4,3,4,3,2
1,0,2,33,0,0,0,1,1,0,0,11.48171,14,0,2,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,10.57654,162.4676,1792.965757,4,4,5,2,4,3,3,5
0,0,3,45,0,0,0,1,1,0,1,9.195938,11,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,10.36313,172.4567,1685.196727,3,3,4,3,5,2,3,3
0,0,0,59,0,0,0,0,0,0,1,11.18965,14,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,10.32825,187.6094,1683.120743,2,2,2,4,3,3,4,3
0,1,0,58,1,0,0,0,0,1,0,8.727294,13,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,2.493434,127.482,249.3579815,5,4,4,3,3,5,5,5
0,1,2,76,1,0,0,0,1,0,0,11.3061,12,2,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,4.905018,192.4404,782.6217803,3,3,3,3,3,3,4,4
0,1,5,60,0,1,0,0,1,0,1,5.521606,13,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,2.734669,174.9882,1228.5527,3,2,2,4,2,3,3,2
0,0,1,48,0,1,0,0,0,0,0,10.50011,14,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,3.459881,149.9741,971.0579616,3,4,4,4,3,2,5,3
0,0,1,47,0,1,0,0,0,0,1,19.50058,9,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,4.674085,182.497,745.4775132,5,3,4,4,5,2,3,3
1,0,0,71,0,0,0,0,0,0,0,10.3617,16,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3.374565,139.9349,906.5332012,3,4,4,3,3,4,3,3
0,0,3,26,0,1,0,0,0,0,1,8.003539,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,19.98033,207.6094,2261.0457,2,2,1,6,2,4,4,3
0,0,3,22,0,0,0,0,1,0,1,18.31879,6,4,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,16.30451,245.1283,2674.664142,3,3,3,3,3,4,2,2
1,0,0,82,0,0,0,0,1,0,1,6.924593,8,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,7.755991,242.6326,1177.660151,3,2,4,3,4,5,3,2
0,1,2,83,0,0,1,0,0,0,0,11.6577,9,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,7.409149,92.5018,641.192229,5,5,5,5,4,4,4,3
1,0,3,38,1,0,0,0,0,0,1,11.96338,8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,4.770815,245.147,1550.381641,2,2,2,3,4,2,1,3
0,1,3,63,0,0,0,0,1,0,0,7.473832,10,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,14.80965,117.4872,1844.034359,3,3,3,4,3,3,4,3
0,1,3,29,0,0,1,0,1,0,1,11.2307,11,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,13.8206,119.9568,2020.782911,3,2,3,3,4,3,2,5
0,1,6,43,0,0,0,1,0,0,1,8.719019,10,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.270546,124.9607,792.7917972,5,3,4,5,3,3,4,4
1,0,0,74,0,0,1,0,0,0,0,10.02228,8,2,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3.99954,127.4738,837.2390946,6,4,5,4,3,5,4,4
0,1,0,46,0,0,0,0,1,0,0,13.6576,17,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,8.133191,204.961,1158.223413,3,4,4,3,4,4,4,4
0,1,0,30,0,0,0,1,1,0,0,10.0764,16,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,9.594746,117.5152,1183.953112,3,3,2,5,3,2,4,3
1,0,2,38,0,0,0,0,0,0,1,9.409715,8,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1.135161,220.1323,731.9309009,4,5,5,3,3,5,3,5
0,0,1,66,1,0,0,0,1,0,1,9.204904,9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1.482474,159.9476,822.7908952,5,4,3,2,4,3,3,5
0,0,3,53,0,0,1,0,0,0,0,10.80628,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,20.14176,169.9378,1982.143037,3,3,4,4,5,4,4,4
0,0,0,67,0,0,0,1,0,0,0,10.40504,8,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,10.85537,222.65,1446.937317,4,4,5,4,3,3,5,4
0,0,3,24,0,0,0,1,1,0,1,15.92158,12,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,3.290431,242.6143,1045.435988,4,3,3,5,3,3,5,4
1,0,1,55,0,0,0,0,1,0,0,15.33257,6,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,5.59356,159.9942,867.3610228,5,3,4,3,4,4,3,3
0,0,2,36,0,1,0,0,0,0,1,14.67215,6,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,12.26499,172.4567,1757.468385,4,5,5,3,4,3,5,4
0,0,8,65,1,0,0,0,0,0,0,10.77215,6,3,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,14.76922,204.9634,1849.738644,3,2,3,3,4,2,3,3
1,0,1,67,0,1,0,0,0,0,0,7.690569,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,6.233177,114.9509,988.8476688,5,5,5,4,3,3,6,4
1,0,3,30,0,0,0,1,1,0,1,14.36615,9,3,2,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,11.36938,225.1457,2257.255977,3,5,4,3,3,5,3,3
0,1,3,39,0,1,0,0,0,0,1,10.4255,6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,10.18679,210.1051,1923.446501,4,5,3,3,3,4,2,3
0,1,3,78,0,0,0,0,1,0,0,10.18198,15,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,5.857544,190.1737,1140.769093,4,4,4,5,3,4,4,4
0,0,3,83,0,0,0,0,1,0,1,6.152569,9,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,5.494536,200.1323,1432.922873,2,3,3,2,4,3,2,2
0,0,2,63,0,1,0,0,1,0,1,8.783413,15,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1.813049,192.4404,571.8948363,4,5,4,3,4,3,5,5
0,1,0,72,1,0,0,0,1,0,1,9.942905,8,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,6.364903,184.9634,1352.42705,2,3,1,3,3,3,3,3
0,1,10,18,0,0,0,1,0,0,1,10.62896,8,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,2.96972,164.967,1444.44469,4,4,5,4,2,4,5,6
0,1,0,87,0,0,0,0,1,0,0,12.94729,11,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,13.20294,112.4551,1038.379263,5,4,3,3,4,4,2,3
0,1,1,76,0,0,1,0,1,0,0,12.13147,15,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5.802984,159.9794,1163.473611,4,3,3,5,4,4,3,5
0,0,1,34,1,0,0,0,1,0,1,6.35624,14,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,7.948145,164.9647,1559.056164,4,3,3,5,2,4,3,4
0,0,1,29,0,1,0,0,0,0,0,10.39103,7,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1.652127,179.9476,462.2211376,3,3,3,2,7,2,3,4
1,0,1,24,1,0,0,0,0,1,1,13.0395,12,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,2.930277,242.6143,868.2420268,2,2,2,4,4,3,3,3
0,1,3,73,1,0,0,0,0,0,0,14.68158,11,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,16.56317,127.4601,1881.485804,4,5,4,3,3,4,4,4
0,1,0,23,0,0,0,1,0,0,0,9.589426,9,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,26.15019,134.9509,2320.785912,3,3,3,3,4,4,4,3
0,1,6,49,0,1,0,0,1,0,0,12.9317,15,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,17.84058,140.0013,2373.467756,3,2,2,4,2,3,3,5
1,0,2,30,0,0,0,1,1,0,0,16.12913,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,16.39747,129.9621,2207.805016,4,5,2,4,4,4,4,6
0,0,4,43,0,0,1,0,1,0,0,14.26456,11,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,10.08697,139.9512,1627.959422,2,3,3,4,3,5,4,4
1,0,3,57,1,0,0,0,1,0,1,15.88055,14,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.895979,152.5022,716.6438092,3,5,4,5,5,2,2,3
0,0,4,74,1,0,0,0,1,0,1,12.79546,12,2,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,2.446064,194.9525,1066.183659,5,3,3,3,3,3,5,4
0,0,4,83,0,0,0,1,1,0,1,9.731762,8,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,2.464275,174.9768,1030.224777,3,2,4,4,2,2,5,2
0,0,1,43,0,0,0,0,1,0,1,15.21575,14,2,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,14.80349,192.4705,1661.346466,3,3,3,4,3,4,3,4
0,0,1,28,0,1,0,0,0,1,1,14.54789,12,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,16.04377,132.466,2062.862632,3,3,3,4,4,3,4,6
1,0,0,32,0,0,1,0,1,0,0,12.3917,19,2,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,7.194779,162.4676,1457.580613,3,3,3,3,4,2,4,2
1,0,1,50,0,0,0,1,0,0,1,10.91998,15,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,4.847411,147.4738,602.6894614,4,4,3,5,4,3,3,4
1,0,0,40,0,1,0,0,1,0,0,7.095061,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,6.116652,127.4601,1123.647592,5,4,5,5,3,6,5,4
1,0,2,48,0,0,0,0,1,0,0,7.891279,14,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,16.66123,179.9476,1742.811202,4,4,4,4,3,4,4,3
0,0,3,81,0,0,0,0,0,0,1,13.14319,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,2.301772,222.6281,1224.80823,4,3,4,3,5,3,3,4
0,0,1,60,1,0,0,0,0,0,0,13.36184,11,3,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,3.627104,137.4686,459.9710645,4,4,4,4,3,3,4,4
0,0,4,82,0,1,0,0,0,0,0,9.183616,14,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,22.14611,162.4713,2113.691713,4,4,4,3,3,4,3,3
0,1,0,19,0,1,0,0,1,0,0,10.42305,14,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,8.522053,182.4833,1123.252119,3,2,4,4,3,5,5,2
0,1,0,31,0,0,0,1,1,0,1,8.183544,15,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,10.52249,159.9349,1256.923905,3,5,3,3,3,5,4,3
0,1,1,27,1,0,0,0,0,0,1,4.649681,13,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,9.836216,164.967,1700.500703,3,5,3,4,4,2,3,4
1,0,4,40,0,0,0,1,0,0,1,9.447787,12,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,10.85169,194.9663,1864.932987,4,5,3,4,5,3,3,4
0,1,0,41,1,0,0,0,0,0,1,4.280086,13,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,8.619877,200.1323,1687.301468,4,4,3,4,3,4,4,4
0,0,1,33,0,0,0,1,1,0,0,8.263688,14,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,5.585807,184.9785,1036.098256,3,4,4,4,3,4,4,5
1,0,4,73,0,1,0,0,1,0,1,8.889321,12,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3.680185,137.4392,587.7258611,3,3,3,3,4,4,4,4
0,0,0,54,0,0,1,0,1,0,1,8.552086,7,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,4.044209,245.132,991.6890153,3,3,4,3,2,6,3,5
0,0,1,51,0,0,1,0,0,0,0,10.45992,11,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2.476217,147.4783,373.1383878,3,4,3,4,3,4,3,4
1,0,3,23,0,0,0,1,0,0,0,6.847776,12,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,9.05316,172.4733,1284.333326,3,3,2,3,5,2,4,3
1,0,0,54,0,0,1,0,1,0,1,6.726035,13,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1.442102,222.6792,837.2614393,3,3,2,3,3,4,3,3
0,1,0,35,1,0,0,0,0,0,0,10.66687,7,3,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,18.01018,167.4564,1686.417922,2,2,1,2,4,1,2,3
0,1,1,34,0,0,0,0,1,0,0,12.82818,14,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,25.72493,124.9781,2354.102724,3,4,3,3,3,3,3,4
1,0,0,81,0,0,0,0,1,0,1,12.17307,11,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,12.173,149.9447,1619.686288,3,4,3,2,2,4,4,3
0,1,2,53,0,1,0,0,0,0,0,7.942358,16,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1.506136,159.9349,460.5286853,2,2,3,3,3,3,2,4
0,1,0,42,0,0,1,0,0,0,1,8.650145,10,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,8.867664,252.6378,1362.782508,5,4,3,5,2,3,3,3
0,0,0,51,0,1,0,0,1,0,1,10.96431,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,6.663036,162.447,1292.032339,3,2,3,4,4,3,2,3
0,0,4,68,0,0,0,1,0,0,0,9.906298,10,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.563383,124.9607,673.250968,4,5,4,3,5,3,5,5
1,0,8,76,0,1,0,0,1,0,1,10.02298,13,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,6.368504,202.65,1756.610979,2,2,3,2,5,2,1,2
1,0,0,30,0,0,1,0,1,0,0,13.4046,11,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,6.554584,127.5112,831.986868,4,4,4,4,4,3,5,4
0,0,2,76,0,0,1,0,1,0,1,9.545723,11,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,16.12971,197.484,2275.291432,3,3,3,3,4,2,3,2
0,0,0,29,1,0,0,0,0,0,0,12.06193,10,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,23.9038,137.4836,2593.650846,3,4,5,3,4,4,4,4
1,0,4,63,1,0,0,0,1,0,0,8.983351,10,3,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,15.81095,142.5007,2126.056803,3,5,4,3,4,2,2,2
1,0,5,23,0,0,0,0,0,0,1,8.997143,8,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1.99818,194.9768,758.9886777,2,2,5,3,3,4,3,3
1,0,0,46,0,0,1,0,0,0,0,11.13605,9,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,10.32034,162.447,1525.81124,3,3,4,4,2,4,3,3
0,1,1,38,1,0,0,0,0,0,0,12.83511,14,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,6.652608,252.6378,1225.184798,3,3,3,4,4,3,1,4
0,0,3,64,0,0,0,1,0,0,0,4.641244,16,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,10.0496,210.138,1421.06817,3,1,2,4,3,3,3,4
0,0,1,56,0,0,0,0,0,0,0,8.943512,10,2,3,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,11.46674,132.4798,1715.911701,4,3,4,4,2,4,3,6
